product url,product name,product price,rating,number of reviews,asin,description,manufacturer,product description
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4OTAwOTg1NjM5NzU5MDE4OjE2NzU0NDI2MjA6c3BfbXRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dbags%26qid%3D1675442620%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014  ",4.0,21,B09V1GJ7D6,"FUNCTIONALITY WITH STYLE: The Wenger 17.5"" ScanSmart Laptop Backpack allows you to breeze through airport security with ease as it offers superior protection for your laptop at airport security controls and a dedicated tablet pocket. Travel with confidence with your valuable items securely stored in your well-built backpack.OPTIMUM COMFORT: Reinforced soft-grip grab handle for easy carrying. The Airflow back padding keeps wearer cool. The Shock-absorbing shoulder straps provides maximum comfort. Plethora of features to make you a distinguished traveler.COMPREHENSIVE FEATURES: An ample main compartment integrates a mesh adapters zip pocket for cords, chargers and other tech accessories. While weaving through airport traffic, grab a cool drink from its side zip pockets. Featuring a convenient front pocket and an organizer compartment with multiple divider pockets, leave your MetroCard, smartphone, and supplies ready whenever you are.TECHNICAL SPECIFICATIONS: Dimensions: 46 x 24 x 35 cm Weight: 0.9 kg Capacity: 30 L5 YEAR WENGER WARRANTY: Our products undergo strict quality controls & rigorous testing standards. Nevertheless, should you encounter a problem with your product, we are offering you a 5-year warranty.",Victorinox,"The Wenger 17.5"" ScanSmart Laptop Backpack marries contemporary design with innovative storage solutions. Crafted from durable polyester, this backpack means business. This classic backpack is simple yet stylish. Its minimalistic look makes it the ideal accessory to take along to the office, college, school or on trips. Brought to you by Wenger, a renowned Swiss company since 1893.",
https://www.amazon.in//Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_13?keywords=bags&qid=1675442620&sr=8-13,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)  ",4.1,7634,B088XB5XY8,,,,
https://www.amazon.in//ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_14?keywords=bags&qid=1675442620&sr=8-14,ADISA Light Weight Laptop Backpack 32 Ltrs  ,4.0,5549,B07F3X45WZ,,,,
https://www.amazon.in//AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_15?keywords=bags&qid=1675442620&sr=8-15,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather  ",3.9,712,B07QN4KXWG,"Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girlsLight weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.",AirCase,,
https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_16?keywords=bags&qid=1675442620&sr=8-16,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)  ",3.8,629,B09B26MB5M,Lightweight yet durable backpack/daypack for school use or everyday outingsFront storage pocket keeps smaller items neatly organized and easy to accessMesh pockets on both sides to accommodate your water bottle and umbrellaMesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defectsLining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult,Safari Industries,"Safari Spartan is a 21 litres lightweight backpack that would be your perfect daily companion. It is perfect for carrying all your essentials when you are ready to go! Made of high grade water resistant polyester fabric, makes this backpack durable and a long lasting accessory. Safari Spartan also comes with a quick access front pocket and side mesh pockets to keep your essentials organized.",
https://www.amazon.in//Bennett-Mystic-Shoulder-Messenger-Repellent/dp/B08X2T2M8G/ref=sr_1_17?keywords=bags&qid=1675442620&sr=8-17,Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty  ,4.1,4862,B08X2T2M8G,,,,
https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_18?keywords=bags&qid=1675442620&sr=8-18,ADISA Laptop Backpack 31 Ltrs  ,4.0,8992,B07G3CG9FC,,,,
https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_19?keywords=bags&qid=1675442620&sr=8-19,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)  ",4.1,7634,B088XH1BP7,,,,
https://www.amazon.in//Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_20?keywords=bags&qid=1675442620&sr=8-20,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)  ",3.9,675,B09B25Z8M2,"100% Polyester, High Quality, Durable and Water Resistant Fabric2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebookFront storage pocket keeps smaller items neatly organized and easy to accessMesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defectsAge Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight",Safari Industries,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.",
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4OTAwOTg1NjM5NzU5MDE4OjE2NzU0NDI2MjA6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dbags%26qid%3D1675442620%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L  ",4.2,2166,B078JVT384,"Care Instructions: Hand Wash OnlyLarge multi-compartment backpack with a padded sleeve for laptops, Holds up to 15 inches LaptopWater Resistance PU Coated Durable Fabric, with padded back section for comfortable carryFront Organizer compartments for pens, keys, and cell phoneAge Range Description: Adult; Strap Type: Cross-Body; Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Pattern Name: Solid; Closure Type: Zipper; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket",Cosmus,"Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+",
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4OTAwOTg1NjM5NzU5MDE4OjE2NzU0NDI2MjA6c3BfYnRmOjIwMTA3NTk5NTk3MDk4OjowOjo&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MG3F91S%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dbags%26qid%3D1675442620%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Sea Green)  ,4.3,7644,B07MG3F91S,,,,
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4OTc1NDQ0ODQ1MjU1NDQ2OjE2NzU0NDI2MjI6c3BfYXRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dbags%26qid%3D1675442622%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black  ",3.9,684,B01LXNNFDF,,,,
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4OTc1NDQ0ODQ1MjU1NDQ2OjE2NzU0NDI2MjI6c3BfYXRmOjIwMTA4NTk1NTk4MDk4OjowOjo&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dbags%26qid%3D1675442622%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook  ,4.1,577,B0B45SWK51,"A laptop backpack you can count on! Start the day with a lavie sport Chairman laptop backpack that features spacious compartments, pass through trolley handle, a multi-level organizer, and mesh padded shoulder straps for ease and comfortThe padded laptop compartment fits upto 14"" laptop. Pass through trolley handle on the back panel helps to secure personal items. The front pocket has multiple level zippered organizers to hold keys, pens, cell phones, a power bank, etcThis laptop backpack is built with water-resistant polyester fabric and synthetic leather that does not allow water to penetrate. On one side panel, it features one fabric pocket to hold a bottle or a compact umbrellaExternal Dimension: Length – 30cm, Width – 16cm, Height – 43cm. Capacity – 24 litres. Laptop Compatibility – Yes, Up to 14""Manufacturer warranty - 12 months",Bagzone Lifestyle Pvt Ltd,,
https://www.amazon.in//gp/bestsellers/luggage/2917436031/ref=sr_bs_2_2917436031_1,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK)  ,4.1,51380,B07CJCGM1M,,,,
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=ice_ac_b_dpb?keywords=bags&qid=1675442622&sr=8-4,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black)  ,4.3,9233,B084JGJ8PF,,,,
https://www.amazon.in//Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?keywords=bags&qid=1675442622&sr=8-5,Skybags Brat Black 46 Cms Casual Backpack  ,4.1,3373,B08Z1HHHTD,"Combination of functional & safety features in stylish design, Soft mesh back with 8 mm foam padded 2 Main Compartment, 1 Slip In Pocket inside the bag, Printed Design, Mesh bottle holder on the side,",VIP Industries Ltd,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack",
https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_6?keywords=bags&qid=1675442622&sr=8-6,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue)  ,3.9,463,B09TPX22NF,,,,
https://www.amazon.in//Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_7?keywords=bags&qid=1675442622&sr=8-7,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black)  ,4.3,4881,B075MK4TXP,"Outer Material: Polyester, Color: BlackWater Resistance: Water resistantCapacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks",Gear Merchandise PVT LTD,Two main compartments. Two additional front pocket and two bottle pocket. Padded cushion back panel and easily adjustable padded shoulder straps with anti sweat fabric underneath. Grab handle and padded laptop sleeve with elastic tape.,
https://www.amazon.in//FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_8?keywords=bags&qid=1675442622&sr=8-8,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel  ,4.3,5318,B07M9BRCQ5,"MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious CompartmentDesign - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects",Fur Jaden,The product will be an excellent pick for you. It ensures an easy maintenance.,
https://www.amazon.in//gp/bestsellers/luggage/2917442031/ref=sr_bs_8_2917442031_1,DEIN KLEIDER Men's Nylon Messenger Bag  ,4.0,4398,B084ZHP97M,,,,
